Derives benefit	Helps the Col 1 organism	MSI
Pseudoflavonifractor capillosus	Parabacteroides distasonis	0.012
Pseudoflavonifractor capillosus	Dorea longicatena	0.012
Parabacteroides johnsonii	Alistipes putredinis	0.002
Parabacteroides johnsonii	Escherichia coli	0.002
Parabacteroides johnsonii	Faecalibacterium prausnitzii	0.016
Parabacteroides johnsonii	Bacteroides uniformis	0.018
Parabacteroides johnsonii	Prevotella ruminicola	0.016
Parabacteroides johnsonii	Bacteroides intestinalis	0.002
Parabacteroides johnsonii	Bacteroides coprocola	0.002
Parabacteroides johnsonii	Bacteroides stercoris	0.016
Parabacteroides johnsonii	Bifidobacterium longum	0.018
Parabacteroides johnsonii	Bacteroides caccae	0.029
Parabacteroides johnsonii	Clostridium clostridioforme	0.002
Parabacteroides johnsonii	Parabacteroides distasonis	0.002
Bacteroides eggerthii	Alistipes putredinis	0.004
Bacteroides eggerthii	Bacteroides uniformis	0.024
Bacteroides eggerthii	Prevotella ruminicola	0.02
Bacteroides eggerthii	Bacteroides intestinalis	0.004
Bacteroides eggerthii	Bacteroides coprocola	0.004
Bacteroides eggerthii	Bacteroides thetaiotaomicron	0.036
Bacteroides eggerthii	Bacteroides stercoris	0.024
Bacteroides eggerthii	Desulfovibrio piger	0.004
Bacteroides eggerthii	Bifidobacterium longum	0.02
Bacteroides eggerthii	Bacteroides caccae	0.036
Bacteroides eggerthii	Parabacteroides johnsonii	0.004
Alistipes finegoldii	Bilophila wadsworthia	0.026
Alistipes finegoldii	Phascolarctobacterium succinatutens	0.026
Alistipes finegoldii	Acidaminococcus fermentans	0.026
Alistipes finegoldii	Citrobacter amalonaticus	0.026
Alistipes finegoldii	Alistipes putredinis	0.026
Alistipes finegoldii	Bifidobacterium bifidum	0.033
Alistipes finegoldii	Escherichia coli	0.026
Alistipes finegoldii	Subdoligranulum variabile	0.026
Alistipes finegoldii	Megasphaera elsdenii	0.026
Alistipes finegoldii	Ruminococcus callidus	0.026
Alistipes finegoldii	Faecalibacterium prausnitzii	0.033
Alistipes finegoldii	Bacteroides uniformis	0.033
Alistipes finegoldii	Fusobacterium varium	0.026
Alistipes finegoldii	Bifidobacterium adolescentis	0.007
Alistipes finegoldii	Prevotella ruminicola	0.033
Alistipes finegoldii	Shigella flexneri	0.026
Alistipes finegoldii	Blautia wexlerae	0.026
Alistipes finegoldii	Enterobacter cloacae	0.026
Alistipes finegoldii	Eubacterium rectale	0.026
Alistipes finegoldii	Bacteroides intestinalis	0.026
Alistipes finegoldii	Bacteroides coprocola	0.026
Alistipes finegoldii	Bacteroides thetaiotaomicron	0.015
Alistipes finegoldii	Veillonella atypica	0.026
Alistipes finegoldii	Bacteroides stercoris	0.033
Alistipes finegoldii	Desulfovibrio desulfuricans	0.026
Alistipes finegoldii	Desulfovibrio piger	0.026
Alistipes finegoldii	Roseburia intestinalis	0.026
Alistipes finegoldii	Bifidobacterium longum	0.033
Alistipes finegoldii	Bacteroides caccae	0.04
Alistipes finegoldii	Clostridium clostridioforme	0.026
Alistipes finegoldii	Parabacteroides johnsonii	0.026
Alistipes finegoldii	Bacteroides eggerthii	0.026
Alistipes finegoldii	Parabacteroides distasonis	0.026
Alistipes finegoldii	Dorea longicatena	0.026
Parabacteroides distasonis	Bacteroides uniformis	0.02
Parabacteroides distasonis	Bifidobacterium longum	0.02
Parabacteroides distasonis	Bacteroides caccae	0.02
Dorea longicatena	Acidaminococcus fermentans	0.007
Dorea longicatena	Alistipes putredinis	0.005
Dorea longicatena	Escherichia coli	0.016
Dorea longicatena	Subdoligranulum variabile	0.012
Dorea longicatena	Megasphaera elsdenii	0.007
Dorea longicatena	Bacteroides uniformis	0.016
Dorea longicatena	Fusobacterium varium	0.012
Dorea longicatena	Roseburia inulinivorans	0.019
Dorea longicatena	Eubacterium rectale	0.019
Dorea longicatena	Bacteroides intestinalis	0.005
Dorea longicatena	Bacteroides coprocola	0.005
Dorea longicatena	Bacteroides stercoris	0.016
Dorea longicatena	Desulfovibrio desulfuricans	0.005
Dorea longicatena	Desulfovibrio piger	0.005
Dorea longicatena	Roseburia intestinalis	0.019
Dorea longicatena	Clostridium clostridioforme	0.009
Dorea longicatena	Parabacteroides johnsonii	0.005
Dorea longicatena	Bacteroides eggerthii	0.012
