Derives benefit	Helps the Col 1 organism	MSI
Lactobacillus reuteri	Escherichia coli	0.019
Lactobacillus reuteri	Bacteroides stercoris	0.012
Lactobacillus reuteri	Prevotella ruminicola	0.011
Lactobacillus reuteri	Bacteroides caccae	0.028
Lactobacillus reuteri	Desulfovibrio piger	0.012
Lactobacillus reuteri	Bifidobacterium bifidum	0.028
Lactobacillus reuteri	Ruminococcus callidus	0.009
Lactobacillus reuteri	Desulfovibrio desulfuricans	0.009
Lactobacillus reuteri	Bacteroides uniformis	0.031
Lactobacillus reuteri	Bacteroides intestinalis	0.012
Lactobacillus reuteri	Bilophila wadsworthia	0.012
Lactobacillus reuteri	Klebsiella pneumoniae	0.016
Lactobacillus reuteri	Megasphaera elsdenii	0.015
Lactobacillus reuteri	Shigella flexneri	0.019
Bacteroides uniformis	Desulfovibrio piger	0.002
Bacteroides uniformis	Desulfovibrio desulfuricans	0.007
Bacteroides uniformis	Bilophila wadsworthia	0.003
Phascolarctobacterium succinatutens	Bacteroides thetaiotaomicron	0.039
Phascolarctobacterium succinatutens	Enterobacter cloacae	0.025
Phascolarctobacterium succinatutens	Bacteroides eggerthii	0.09
Phascolarctobacterium succinatutens	Citrobacter amalonaticus	0.02
Phascolarctobacterium succinatutens	Akkermansia muciniphila	0.103
Phascolarctobacterium succinatutens	Alistipes shahii	0.017
Phascolarctobacterium succinatutens	Parabacteroides johnsonii	0.106
Phascolarctobacterium succinatutens	Bacteroides fragilis	0.046
Phascolarctobacterium succinatutens	Bifidobacterium longum	0.009
Phascolarctobacterium succinatutens	Parabacteroides distasonis	0.1
Phascolarctobacterium succinatutens	Roseburia intestinalis	0.003
Phascolarctobacterium succinatutens	Bacteroides coprocola	0.032
Phascolarctobacterium succinatutens	Escherichia coli	0.123
Phascolarctobacterium succinatutens	Bacteroides stercoris	0.099
Phascolarctobacterium succinatutens	Prevotella ruminicola	0.023
Phascolarctobacterium succinatutens	Blautia wexlerae	0.017
Phascolarctobacterium succinatutens	Bacteroides caccae	0.037
Phascolarctobacterium succinatutens	Desulfovibrio piger	0.097
Phascolarctobacterium succinatutens	Bifidobacterium bifidum	0.032
Phascolarctobacterium succinatutens	Fusobacterium varium	0.011
Phascolarctobacterium succinatutens	Ruminococcus callidus	0.017
Phascolarctobacterium succinatutens	Collinsella tanakaei	0.042
Phascolarctobacterium succinatutens	Acidaminococcus fermentans	0.017
Phascolarctobacterium succinatutens	Desulfovibrio desulfuricans	0.043
Phascolarctobacterium succinatutens	Lactobacillus reuteri	0.116
Phascolarctobacterium succinatutens	Bacteroides uniformis	0.04
Phascolarctobacterium succinatutens	Bacteroides intestinalis	0.043
Phascolarctobacterium succinatutens	Bilophila wadsworthia	0.043
Phascolarctobacterium succinatutens	Alistipes finegoldii	0.02
Phascolarctobacterium succinatutens	Klebsiella pneumoniae	0.131
Phascolarctobacterium succinatutens	Megasphaera elsdenii	0.108
Phascolarctobacterium succinatutens	Veillonella atypica	0.009
Phascolarctobacterium succinatutens	Shigella flexneri	0.023
Bacteroides intestinalis	Bacteroides thetaiotaomicron	0.015
Bacteroides intestinalis	Bifidobacterium longum	0.014
Bacteroides intestinalis	Escherichia coli	0.003
Bacteroides intestinalis	Prevotella ruminicola	0.001
Bacteroides intestinalis	Bacteroides caccae	0.014
Bacteroides intestinalis	Bifidobacterium bifidum	0.014
Bacteroides intestinalis	Ruminococcus callidus	0.001
Bacteroides intestinalis	Desulfovibrio desulfuricans	0.001
Bacteroides intestinalis	Bacteroides uniformis	0.014
Bilophila wadsworthia	Enterobacter cloacae	0.025
Bilophila wadsworthia	Citrobacter amalonaticus	0.02
Bilophila wadsworthia	Parabacteroides distasonis	0.001
Bilophila wadsworthia	Escherichia coli	0.035
Bilophila wadsworthia	Bacteroides stercoris	0.001
Bilophila wadsworthia	Desulfovibrio desulfuricans	0.006
Bilophila wadsworthia	Klebsiella pneumoniae	0.039
Bilophila wadsworthia	Megasphaera elsdenii	0.023
Bilophila wadsworthia	Shigella flexneri	0.025
Alistipes finegoldii	Bacteroides thetaiotaomicron	0.206
Alistipes finegoldii	Enterobacter cloacae	0.05
Alistipes finegoldii	Bacteroides eggerthii	0.19
Alistipes finegoldii	Citrobacter amalonaticus	0.048
Alistipes finegoldii	Akkermansia muciniphila	0.214
Alistipes finegoldii	Parabacteroides johnsonii	0.224
Alistipes finegoldii	Bacteroides fragilis	0.186
Alistipes finegoldii	Roseburia inulinivorans	0.07
Alistipes finegoldii	Bifidobacterium longum	0.04
Alistipes finegoldii	Parabacteroides distasonis	0.196
Alistipes finegoldii	Roseburia intestinalis	0.082
Alistipes finegoldii	Bacteroides coprocola	0.188
Alistipes finegoldii	Bifidobacterium adolescentis	0.028
Alistipes finegoldii	Escherichia coli	0.188
Alistipes finegoldii	Bacteroides stercoris	0.198
Alistipes finegoldii	Prevotella ruminicola	0.02
Alistipes finegoldii	Blautia wexlerae	0.012
Alistipes finegoldii	Eubacterium rectale	0.082
Alistipes finegoldii	Bacteroides caccae	0.218
Alistipes finegoldii	Desulfovibrio piger	0.188
Alistipes finegoldii	Coprococcus catus	0.07
Alistipes finegoldii	Bifidobacterium bifidum	0.132
Alistipes finegoldii	Streptococcus salivarius	0.07
Alistipes finegoldii	Subdoligranulum variabile	0.082
Alistipes finegoldii	Ruminococcus callidus	0.05
Alistipes finegoldii	Collinsella tanakaei	0.028
Alistipes finegoldii	Acidaminococcus fermentans	0.014
Alistipes finegoldii	Desulfovibrio desulfuricans	0.076
Alistipes finegoldii	Lactobacillus reuteri	0.176
Alistipes finegoldii	Bacteroides uniformis	0.218
Alistipes finegoldii	Bacteroides intestinalis	0.224
Alistipes finegoldii	Bilophila wadsworthia	0.188
Alistipes finegoldii	Klebsiella pneumoniae	0.186
Alistipes finegoldii	Megasphaera elsdenii	0.226
Alistipes finegoldii	Veillonella atypica	0.082
Alistipes finegoldii	Shigella flexneri	0.014
Alistipes finegoldii	Helicobacter pylori	0.176
Dorea longicatena	Bacteroides thetaiotaomicron	0.039
Dorea longicatena	Enterobacter cloacae	0.036
Dorea longicatena	Lactobacillus mucosae	0.03
Dorea longicatena	Bacteroides eggerthii	0.015
Dorea longicatena	Citrobacter amalonaticus	0.032
Dorea longicatena	Akkermansia muciniphila	0.029
Dorea longicatena	Haemophilus parainfluenzae	0.029
Dorea longicatena	Alistipes shahii	0.027
Dorea longicatena	Parabacteroides johnsonii	0.03
Dorea longicatena	Bacteroides fragilis	0.03
Dorea longicatena	Roseburia inulinivorans	0.012
Dorea longicatena	Bifidobacterium longum	0.046
Dorea longicatena	Parabacteroides distasonis	0.03
Dorea longicatena	Roseburia intestinalis	0.012
Dorea longicatena	Clostridium clostridioforme	0.029
Dorea longicatena	Bacteroides coprocola	0.008
Dorea longicatena	Bifidobacterium adolescentis	0.037
Dorea longicatena	Escherichia coli	0.039
Dorea longicatena	Bacteroides stercoris	0.041
Dorea longicatena	Prevotella ruminicola	0.032
Dorea longicatena	Pseudoflavonifractor capillosus	0.012
Dorea longicatena	Blautia wexlerae	0.025
Dorea longicatena	Eubacterium rectale	0.006
Dorea longicatena	Bacteroides caccae	0.038
Dorea longicatena	Desulfovibrio piger	0.027
Dorea longicatena	Bifidobacterium bifidum	0.035
Dorea longicatena	Faecalibacterium prausnitzii	0.008
Dorea longicatena	Streptococcus salivarius	0.031
Dorea longicatena	Subdoligranulum variabile	0.013
Dorea longicatena	Fusobacterium varium	0.021
Dorea longicatena	Ruminococcus callidus	0.029
Dorea longicatena	Collinsella tanakaei	0.027
Dorea longicatena	Acidaminococcus fermentans	0.032
Dorea longicatena	Desulfovibrio desulfuricans	0.031
Dorea longicatena	Lactobacillus reuteri	0.029
Dorea longicatena	Bacteroides uniformis	0.041
Dorea longicatena	Phascolarctobacterium succinatutens	0.012
Dorea longicatena	Bacteroides intestinalis	0.012
Dorea longicatena	Bilophila wadsworthia	0.012
Dorea longicatena	Alistipes finegoldii	0.03
Dorea longicatena	Klebsiella pneumoniae	0.045
Dorea longicatena	Megasphaera elsdenii	0.032
Dorea longicatena	Veillonella atypica	0.029
Dorea longicatena	Shigella flexneri	0.032
Klebsiella pneumoniae	Bacteroides thetaiotaomicron	0.024
Klebsiella pneumoniae	Enterobacter cloacae	0.032
Klebsiella pneumoniae	Bacteroides eggerthii	0.027
Klebsiella pneumoniae	Citrobacter amalonaticus	0.032
Klebsiella pneumoniae	Parabacteroides johnsonii	0.025
Klebsiella pneumoniae	Bifidobacterium longum	0.05
Klebsiella pneumoniae	Parabacteroides distasonis	0.025
Klebsiella pneumoniae	Bacteroides coprocola	0.025
Klebsiella pneumoniae	Escherichia coli	0.025
Klebsiella pneumoniae	Bacteroides stercoris	0.027
Klebsiella pneumoniae	Prevotella ruminicola	0.025
Klebsiella pneumoniae	Bacteroides caccae	0.05
Klebsiella pneumoniae	Desulfovibrio piger	0.029
Klebsiella pneumoniae	Bifidobacterium bifidum	0.048
Klebsiella pneumoniae	Ruminococcus callidus	0.027
Klebsiella pneumoniae	Desulfovibrio desulfuricans	0.031
Klebsiella pneumoniae	Bacteroides uniformis	0.05
Klebsiella pneumoniae	Bacteroides intestinalis	0.025
Klebsiella pneumoniae	Megasphaera elsdenii	0.027
Klebsiella pneumoniae	Shigella flexneri	0.032
Megasphaera elsdenii	Bacteroides thetaiotaomicron	0.021
Megasphaera elsdenii	Enterobacter cloacae	0.013
Megasphaera elsdenii	Citrobacter amalonaticus	0.011
Megasphaera elsdenii	Parabacteroides johnsonii	0.011
Megasphaera elsdenii	Parabacteroides distasonis	0.013
Megasphaera elsdenii	Escherichia coli	0.011
Megasphaera elsdenii	Prevotella ruminicola	0.013
Megasphaera elsdenii	Bacteroides caccae	0.011
Megasphaera elsdenii	Ruminococcus callidus	0.011
Megasphaera elsdenii	Desulfovibrio desulfuricans	0.011
Megasphaera elsdenii	Bacteroides uniformis	0.011
Megasphaera elsdenii	Bacteroides intestinalis	0.011
Veillonella atypica	Bacteroides thetaiotaomicron	0.121
Veillonella atypica	Enterobacter cloacae	0.063
Veillonella atypica	Bacteroides eggerthii	0.056
Veillonella atypica	Citrobacter amalonaticus	0.061
Veillonella atypica	Akkermansia muciniphila	0.09
Veillonella atypica	Alistipes shahii	0.069
Veillonella atypica	Parabacteroides johnsonii	0.096
Veillonella atypica	Bacteroides fragilis	0.121
Veillonella atypica	Parabacteroides distasonis	0.063
Veillonella atypica	Bacteroides coprocola	0.054
Veillonella atypica	Escherichia coli	0.086
Veillonella atypica	Bacteroides stercoris	0.059
Veillonella atypica	Blautia wexlerae	0.013
Veillonella atypica	Bacteroides caccae	0.115
Veillonella atypica	Desulfovibrio piger	0.061
Veillonella atypica	Bifidobacterium bifidum	0.006
Veillonella atypica	Streptococcus salivarius	0.088
Veillonella atypica	Ruminococcus callidus	0.042
Veillonella atypica	Collinsella tanakaei	0.067
Veillonella atypica	Acidaminococcus fermentans	0.013
Veillonella atypica	Desulfovibrio desulfuricans	0.096
Veillonella atypica	Lactobacillus reuteri	0.061
Veillonella atypica	Bacteroides uniformis	0.059
Veillonella atypica	Bacteroides intestinalis	0.153
Veillonella atypica	Bilophila wadsworthia	0.067
Veillonella atypica	Klebsiella pneumoniae	0.09
Veillonella atypica	Megasphaera elsdenii	0.09
Veillonella atypica	Shigella flexneri	0.033
Veillonella atypica	Helicobacter pylori	0.061
Shigella flexneri	Bacteroides thetaiotaomicron	0.039
Shigella flexneri	Enterobacter cloacae	0.025
Shigella flexneri	Citrobacter amalonaticus	0.025
Shigella flexneri	Akkermansia muciniphila	0.022
Shigella flexneri	Parabacteroides johnsonii	0.022
Shigella flexneri	Bifidobacterium longum	0.045
Shigella flexneri	Bifidobacterium adolescentis	0.034
Shigella flexneri	Escherichia coli	0.014
Shigella flexneri	Bacteroides stercoris	0.011
Shigella flexneri	Pseudoflavonifractor capillosus	0.011
Shigella flexneri	Bacteroides caccae	0.039
Shigella flexneri	Desulfovibrio piger	0.006
Shigella flexneri	Bifidobacterium bifidum	0.034
Shigella flexneri	Ruminococcus callidus	0.019
Shigella flexneri	Acidaminococcus fermentans	0.003
Shigella flexneri	Desulfovibrio desulfuricans	0.026
Shigella flexneri	Bacteroides uniformis	0.039
Shigella flexneri	Bacteroides intestinalis	0.022
Shigella flexneri	Megasphaera elsdenii	0.023
Helicobacter pylori	Bacteroides thetaiotaomicron	0.02
Helicobacter pylori	Enterobacter cloacae	0.051
Helicobacter pylori	Bacteroides eggerthii	0.036
Helicobacter pylori	Citrobacter amalonaticus	0.051
Helicobacter pylori	Ruminococcus torques	0.004
Helicobacter pylori	Akkermansia muciniphila	0.025
Helicobacter pylori	Haemophilus parainfluenzae	0.027
Helicobacter pylori	Parabacteroides johnsonii	0.047
Helicobacter pylori	Bacteroides fragilis	0.016
Helicobacter pylori	Bifidobacterium longum	0.047
Helicobacter pylori	Parabacteroides distasonis	0.036
Helicobacter pylori	Bacteroides coprocola	0.036
Helicobacter pylori	Escherichia coli	0.054
Helicobacter pylori	Bacteroides stercoris	0.036
Helicobacter pylori	Prevotella ruminicola	0.047
Helicobacter pylori	Blautia wexlerae	0.038
Helicobacter pylori	Bacteroides caccae	0.045
Helicobacter pylori	Desulfovibrio piger	0.042
Helicobacter pylori	Coprococcus catus	0.02
Helicobacter pylori	Bifidobacterium bifidum	0.047
Helicobacter pylori	Streptococcus salivarius	0.033
Helicobacter pylori	Ruminococcus callidus	0.054
Helicobacter pylori	Collinsella tanakaei	0.029
Helicobacter pylori	Desulfovibrio desulfuricans	0.054
Helicobacter pylori	Lactobacillus reuteri	0.027
Helicobacter pylori	Bacteroides uniformis	0.04
Helicobacter pylori	Phascolarctobacterium succinatutens	0.049
Helicobacter pylori	Bacteroides intestinalis	0.047
Helicobacter pylori	Bilophila wadsworthia	0.042
Helicobacter pylori	Dorea longicatena	0.025
Helicobacter pylori	Klebsiella pneumoniae	0.029
Helicobacter pylori	Megasphaera elsdenii	0.056
Helicobacter pylori	Shigella flexneri	0.051
